798,1
757,1
693,1
891,2
1229,1
123,2
46,1
821,1
411,2
1194,2
954,2
1079,1
253,2
75,2
83,1
276,2
1109,2
1175,2
736,1
503,2
909,1
23,1
955,2
712,2
1141,2
233,2
432,1
450,2
685,2
70,2
429,2
1264,1
684,2
1112,1
606,2
1213,1
864,2
4,2
107,2
78,1
663,2
842,1
377,2
1187,1
1219,1
1069,1
473,1
356,2
1,2
817,1
38,1
946,2
296,1
1184,2
598,2
192,1
677,1
283,1
1103,1
470,2
939,2
298,1
197,2
447,2
527,2
683,1
254,2
1272,2
1176,1
1221,2
108,2
520,2
1021,2
678,2
592,2
1064,1
709,1
143,2
826,1
1161,2
708,1
207,2
322,2
672,2
1169,2
459,2
209,2
97,1
1066,2
16,2
905,1
8,2
285,2
514,1
161,2
92,2
814,1
910,1
951,2
801,2
146,1
827,2
157,2
990,2
534,2
31,2
797,2
478,1
292,1
862,2
485,2
1253,2
211,1
1053,2
982,2
40,2
1200,2
1042,1
1086,2
1203,2
975,1
550,1
198,1
852,2
763,1
771,2
741,2
